LEI_CODE,BANK_NAME,COUNTRY_CODE,REFERENCE_DATE,YEAR_QUARTER,INDICATOR_CODE,VALUE,TOTAL_ASSETS_BEUR,IS_GSIB,BANK_SIZE
ES_CABK,CaixaBank,ES,2024-06-30,2024-Q2,CET1_FL,0.17546,612.0,0,LARGE
FI_OP,OP Group,FI,2023-09-30,2023-Q3,CET1_FL,0.174677,178.0,0,MEDIUM
FI_OP,OP Group,FI,2023-12-31,2023-Q4,CET1_FL,0.187078,178.0,0,MEDIUM
FI_OP,OP Group,FI,2024-03-31,2024-Q1,CET1_FL,0.182848,178.0,0,MEDIUM
FI_OP,OP Group,FI,2024-06-30,2024-Q2,CET1_FL,0.153773,178.0,0,MEDIUM
FR_BNPP,BNP Paribas,FR,2023-09-30,2023-Q3,CET1_FL,0.149935,2592.0,1,LARGE
FR_BNPP,BNP Paribas,FR,2023-12-31,2023-Q4,CET1_FL,0.178289,2592.0,1,LARGE
FR_BNPP,BNP Paribas,FR,2024-03-31,2024-Q1,CET1_FL,0.163578,2592.0,1,LARGE
FR_BNPP,BNP Paribas,FR,2024-06-30,2024-Q2,CET1_FL,0.15386,2592.0,1,LARGE
FR_BPCE,BPCE,FR,2023-09-30,2023-Q3,CET1_FL,0.132169,1535.0,1,LARGE
FR_BPCE,BPCE,FR,2023-12-31,2023-Q4,CET1_FL,0.15263,1535.0,1,LARGE
FR_BPCE,BPCE,FR,2024-03-31,2024-Q1,CET1_FL,0.172607,1535.0,1,LARGE
FR_BPCE,BPCE,FR,2024-06-30,2024-Q2,CET1_FL,0.139885,1535.0,1,LARGE
FR_ACA,Credit Agricole Group,FR,2023-09-30,2023-Q3,CET1_FL,0.14218,2351.0,1,LARGE
FR_ACA,Credit Agricole Group,FR,2023-12-31,2023-Q4,CET1_FL,0.172606,2351.0,1,LARGE
FR_ACA,Credit Agricole Group,FR,2024-03-31,2024-Q1,CET1_FL,0.185175,2351.0,1,LARGE
FR_ACA,Credit Agricole Group,FR,2024-06-30,2024-Q2,CET1_FL,0.162707,2351.0,1,LARGE
FR_HSBC,HSBC Continental Europe,FR,2023-09-30,2023-Q3,CET1_FL,0.130848,240.0,0,MEDIUM
FR_HSBC,HSBC Continental Europe,FR,2023-12-31,2023-Q4,CET1_FL,0.159436,240.0,0,MEDIUM
FR_HSBC,HSBC Continental Europe,FR,2024-03-31,2024-Q1,CET1_FL,0.169481,240.0,0,MEDIUM
FR_HSBC,HSBC Continental Europe,FR,2024-06-30,2024-Q2,CET1_FL,0.159435,240.0,0,MEDIUM
FR_GLE,Societe Generale,FR,2023-09-30,2023-Q3,CET1_FL,0.180443,1554.0,1,LARGE
FR_GLE,Societe Generale,FR,2023-12-31,2023-Q4,CET1_FL,0.171928,1554.0,1,LARGE
FR_GLE,Societe Generale,FR,2024-03-31,2024-Q1,CET1_FL,0.141669,1554.0,1,LARGE
FR_GLE,Societe Generale,FR,2024-06-30,2024-Q2,CET1_FL,0.172857,1554.0,1,LARGE
GR_ALPHA,Alpha Bank,GR,2023-09-30,2023-Q3,CET1_FL,0.165288,75.0,0,MEDIUM
GR_ALPHA,Alpha Bank,GR,2023-12-31,2023-Q4,CET1_FL,0.167949,75.0,0,MEDIUM
GR_ALPHA,Alpha Bank,GR,2024-03-31,2024-Q1,CET1_FL,0.189262,75.0,0,MEDIUM
GR_ALPHA,Alpha Bank,GR,2024-06-30,2024-Q2,CET1_FL,0.151177,75.0,0,MEDIUM
GR_ETE,Eurobank Ergasias,GR,2023-09-30,2023-Q3,CET1_FL,0.171013,79.0,0,MEDIUM
GR_ETE,Eurobank Ergasias,GR,2023-12-31,2023-Q4,CET1_FL,0.185933,79.0,0,MEDIUM
GR_ETE,Eurobank Ergasias,GR,2024-03-31,2024-Q1,CET1_FL,0.15406,79.0,0,MEDIUM
GR_ETE,Eurobank Ergasias,GR,2024-06-30,2024-Q2,CET1_FL,0.188559,79.0,0,MEDIUM
GR_NBG,National Bank of Greece,GR,2023-09-30,2023-Q3,CET1_FL,0.146335,75.0,0,MEDIUM
GR_NBG,National Bank of Greece,GR,2023-12-31,2023-Q4,CET1_FL,0.190227,75.0,0,MEDIUM
GR_NBG,National Bank of Greece,GR,2024-03-31,2024-Q1,CET1_FL,0.15754,75.0,0,MEDIUM
GR_NBG,National Bank of Greece,GR,2024-06-30,2024-Q2,CET1_FL,0.161753,75.0,0,MEDIUM
GR_PIR,Piraeus Bank,GR,2023-09-30,2023-Q3,CET1_FL,0.167985,80.0,0,MEDIUM
GR_PIR,Piraeus Bank,GR,2023-12-31,2023-Q4,CET1_FL,0.138929,80.0,0,MEDIUM
GR_PIR,Piraeus Bank,GR,2024-03-31,2024-Q1,CET1_FL,0.146011,80.0,0,MEDIUM
GR_PIR,Piraeus Bank,GR,2024-06-30,2024-Q2,CET1_FL,0.154877,80.0,0,MEDIUM
HR_ZABA,Zagrebacka Banka,HR,2023-09-30,2023-Q3,CET1_FL,0.182804,21.0,0,SMALL
HR_ZABA,Zagrebacka Banka,HR,2023-12-31,2023-Q4,CET1_FL,0.162185,21.0,0,SMALL
HR_ZABA,Zagrebacka Banka,HR,2024-03-31,2024-Q1,CET1_FL,0.165206,21.0,0,SMALL
HR_ZABA,Zagrebacka Banka,HR,2024-06-30,2024-Q2,CET1_FL,0.16092,21.0,0,SMALL
HU_OTP,OTP Bank,HU,2023-09-30,2023-Q3,CET1_FL,0.161171,95.0,0,MEDIUM
HU_OTP,OTP Bank,HU,2023-12-31,2023-Q4,CET1_FL,0.172073,95.0,0,MEDIUM
HU_OTP,OTP Bank,HU,2024-03-31,2024-Q1,CET1_FL,0.158936,95.0,0,MEDIUM
HU_OTP,OTP Bank,HU,2024-06-30,2024-Q2,CET1_FL,0.154018,95.0,0,MEDIUM
IE_AIB,AIB Group,IE,2023-09-30,2023-Q3,CET1_FL,0.175693,134.0,0,MEDIUM
IE_AIB,AIB Group,IE,2023-12-31,2023-Q4,CET1_FL,0.149763,134.0,0,MEDIUM
IE_AIB,AIB Group,IE,2024-03-31,2024-Q1,CET1_FL,0.143845,134.0,0,MEDIUM
IE_AIB,AIB Group,IE,2024-06-30,2024-Q2,CET1_FL,0.181424,134.0,0,MEDIUM
IE_BIRG,Bank of Ireland,IE,2023-09-30,2023-Q3,CET1_FL,0.176109,156.0,0,MEDIUM
IE_BIRG,Bank of Ireland,IE,2023-12-31,2023-Q4,CET1_FL,0.176453,156.0,0,MEDIUM
IE_BIRG,Bank of Ireland,IE,2024-03-31,2024-Q1,CET1_FL,0.168885,156.0,0,MEDIUM
IE_BIRG,Bank of Ireland,IE,2024-06-30,2024-Q2,CET1_FL,0.17664,156.0,0,MEDIUM
IS_LAN,Landsbankinn,IS,2023-09-30,2023-Q3,CET1_FL,0.16001,13.0,0,SMALL
IS_LAN,Landsbankinn,IS,2023-12-31,2023-Q4,CET1_FL,0.184476,13.0,0,SMALL
IS_LAN,Landsbankinn,IS,2024-03-31,2024-Q1,CET1_FL,0.20089,13.0,0,SMALL
IS_LAN,Landsbankinn,IS,2024-06-30,2024-Q2,CET1_FL,0.152645,13.0,0,SMALL
IT_BAMI,Banco BPM,IT,2023-09-30,2023-Q3,CET1_FL,0.159928,192.0,0,MEDIUM
IT_BAMI,Banco BPM,IT,2023-12-31,2023-Q4,CET1_FL,0.162572,192.0,0,MEDIUM
IT_BAMI,Banco BPM,IT,2024-03-31,2024-Q1,CET1_FL,0.168315,192.0,0,MEDIUM
IT_BAMI,Banco BPM,IT,2024-06-30,2024-Q2,CET1_FL,0.168924,192.0,0,MEDIUM
IT_ISP,Intesa Sanpaolo,IT,2023-09-30,2023-Q3,CET1_FL,0.181341,964.0,1,LARGE
IT_ISP,Intesa Sanpaolo,IT,2023-12-31,2023-Q4,CET1_FL,0.17016,964.0,1,LARGE
IT_ISP,Intesa Sanpaolo,IT,2024-03-31,2024-Q1,CET1_FL,0.153054,964.0,1,LARGE
IT_ISP,Intesa Sanpaolo,IT,2024-06-30,2024-Q2,CET1_FL,0.154003,964.0,1,LARGE
IT_MED,Mediobanca,IT,2023-09-30,2023-Q3,CET1_FL,0.181824,87.0,0,MEDIUM
IT_MED,Mediobanca,IT,2023-12-31,2023-Q4,CET1_FL,0.148489,87.0,0,MEDIUM
IT_MED,Mediobanca,IT,2024-03-31,2024-Q1,CET1_FL,0.166412,87.0,0,MEDIUM
IT_MED,Mediobanca,IT,2024-06-30,2024-Q2,CET1_FL,0.181013,87.0,0,MEDIUM
IT_BMPS,Monte dei Paschi,IT,2023-09-30,2023-Q3,CET1_FL,0.155307,121.0,0,MEDIUM
IT_BMPS,Monte dei Paschi,IT,2023-12-31,2023-Q4,CET1_FL,0.134282,121.0,0,MEDIUM
IT_BMPS,Monte dei Paschi,IT,2024-03-31,2024-Q1,CET1_FL,0.186497,121.0,0,MEDIUM
IT_BMPS,Monte dei Paschi,IT,2024-06-30,2024-Q2,CET1_FL,0.158206,121.0,0,MEDIUM
IT_UCG,UniCredit,IT,2023-09-30,2023-Q3,CET1_FL,0.140954,802.0,1,LARGE
IT_UCG,UniCredit,IT,2023-12-31,2023-Q4,CET1_FL,0.153999,802.0,1,LARGE
IT_UCG,UniCredit,IT,2024-03-31,2024-Q1,CET1_FL,0.191123,802.0,1,LARGE
IT_UCG,UniCredit,IT,2024-06-30,2024-Q2,CET1_FL,0.179965,802.0,1,LARGE
LI_LLB,Liechtensteinische LB,LI,2023-09-30,2023-Q3,CET1_FL,0.168443,22.0,0,SMALL
LI_LLB,Liechtensteinische LB,LI,2023-12-31,2023-Q4,CET1_FL,0.190886,22.0,0,SMALL
LI_LLB,Liechtensteinische LB,LI,2024-03-31,2024-Q1,CET1_FL,0.158133,22.0,0,SMALL
LI_LLB,Liechtensteinische LB,LI,2024-06-30,2024-Q2,CET1_FL,0.154755,22.0,0,SMALL
LT_SBLT,Siauliu Bankas,LT,2023-09-30,2023-Q3,CET1_FL,0.174072,6.0,0,SMALL
LT_SBLT,Siauliu Bankas,LT,2023-12-31,2023-Q4,CET1_FL,0.158185,6.0,0,SMALL
LT_SBLT,Siauliu Bankas,LT,2024-03-31,2024-Q1,CET1_FL,0.198248,6.0,0,SMALL
LT_SBLT,Siauliu Bankas,LT,2024-06-30,2024-Q2,CET1_FL,0.160239,6.0,0,SMALL
LU_BIL,Banque Internationale Lux,LU,2023-09-30,2023-Q3,CET1_FL,0.141718,28.0,0,SMALL
LU_BIL,Banque Internationale Lux,LU,2023-12-31,2023-Q4,CET1_FL,0.159781,28.0,0,SMALL
LU_BIL,Banque Internationale Lux,LU,2024-03-31,2024-Q1,CET1_FL,0.148865,28.0,0,SMALL
LU_BIL,Banque Internationale Lux,LU,2024-06-30,2024-Q2,CET1_FL,0.166456,28.0,0,SMALL
LV_SWLV,Swedbank Latvia,LV,2023-09-30,2023-Q3,CET1_FL,0.157303,9.0,0,SMALL
LV_SWLV,Swedbank Latvia,LV,2023-12-31,2023-Q4,CET1_FL,0.180297,9.0,0,SMALL
LV_SWLV,Swedbank Latvia,LV,2024-03-31,2024-Q1,CET1_FL,0.201621,9.0,0,SMALL
LV_SWLV,Swedbank Latvia,LV,2024-06-30,2024-Q2,CET1_FL,0.155782,9.0,0,SMALL
MT_BOV,Bank of Valletta,MT,2023-09-30,2023-Q3,CET1_FL,0.156086,14.0,0,SMALL
MT_BOV,Bank of Valletta,MT,2023-12-31,2023-Q4,CET1_FL,0.161539,14.0,0,SMALL
MT_BOV,Bank of Valletta,MT,2024-03-31,2024-Q1,CET1_FL,0.164352,14.0,0,SMALL
MT_BOV,Bank of Valletta,MT,2024-06-30,2024-Q2,CET1_FL,0.198433,14.0,0,SMALL
NL_ABN,ABN AMRO,NL,2023-09-30,2023-Q3,CET1_FL,0.133686,396.0,0,LARGE
NL_ABN,ABN AMRO,NL,2023-12-31,2023-Q4,CET1_FL,0.147095,396.0,0,LARGE
NL_ABN,ABN AMRO,NL,2024-03-31,2024-Q1,CET1_FL,0.167464,396.0,0,LARGE
NL_ABN,ABN AMRO,NL,2024-06-30,2024-Q2,CET1_FL,0.168891,396.0,0,LARGE
NL_INGA,ING Groep,NL,2023-09-30,2023-Q3,CET1_FL,0.167194,975.0,1,LARGE
NL_INGA,ING Groep,NL,2023-12-31,2023-Q4,CET1_FL,0.175223,975.0,1,LARGE
NL_INGA,ING Groep,NL,2024-03-31,2024-Q1,CET1_FL,0.156505,975.0,1,LARGE
NL_INGA,ING Groep,NL,2024-06-30,2024-Q2,CET1_FL,0.158973,975.0,1,LARGE
NL_RABO,Rabobank,NL,2023-09-30,2023-Q3,CET1_FL,0.16615,631.0,1,LARGE
NL_RABO,Rabobank,NL,2023-12-31,2023-Q4,CET1_FL,0.144905,631.0,1,LARGE
NL_RABO,Rabobank,NL,2024-03-31,2024-Q1,CET1_FL,0.160113,631.0,1,LARGE
NL_RABO,Rabobank,NL,2024-06-30,2024-Q2,CET1_FL,0.174439,631.0,1,LARGE
NO_DNB,DNB Bank,NO,2023-09-30,2023-Q3,CET1_FL,0.169118,332.0,0,LARGE
NO_DNB,DNB Bank,NO,2023-12-31,2023-Q4,CET1_FL,0.160493,332.0,0,LARGE
NO_DNB,DNB Bank,NO,2024-03-31,2024-Q1,CET1_FL,0.147662,332.0,0,LARGE
NO_DNB,DNB Bank,NO,2024-06-30,2024-Q2,CET1_FL,0.129978,332.0,0,LARGE
PL_PEKAO,Bank Pekao,PL,2023-09-30,2023-Q3,CET1_FL,0.162107,78.0,0,MEDIUM
PL_PEKAO,Bank Pekao,PL,2023-12-31,2023-Q4,CET1_FL,0.138227,78.0,0,MEDIUM
PL_PEKAO,Bank Pekao,PL,2024-03-31,2024-Q1,CET1_FL,0.133763,78.0,0,MEDIUM
PL_PEKAO,Bank Pekao,PL,2024-06-30,2024-Q2,CET1_FL,0.14584,78.0,0,MEDIUM
PL_PKO,PKO Bank Polski,PL,2023-09-30,2023-Q3,CET1_FL,0.135186,117.0,1,MEDIUM
PL_PKO,PKO Bank Polski,PL,2023-12-31,2023-Q4,CET1_FL,0.189296,117.0,1,MEDIUM
PL_PKO,PKO Bank Polski,PL,2024-03-31,2024-Q1,CET1_FL,0.170717,117.0,1,MEDIUM
PL_PKO,PKO Bank Polski,PL,2024-06-30,2024-Q2,CET1_FL,0.184469,117.0,1,MEDIUM
PL_MBK,mBank,PL,2023-09-30,2023-Q3,CET1_FL,0.167696,50.0,1,MEDIUM
PL_MBK,mBank,PL,2023-12-31,2023-Q4,CET1_FL,0.146857,50.0,1,MEDIUM
PL_MBK,mBank,PL,2024-03-31,2024-Q1,CET1_FL,0.181144,50.0,1,MEDIUM
PL_MBK,mBank,PL,2024-06-30,2024-Q2,CET1_FL,0.19195,50.0,1,MEDIUM
PT_CGD,Caixa Geral de Depositos,PT,2023-09-30,2023-Q3,CET1_FL,0.133842,100.0,0,MEDIUM
PT_CGD,Caixa Geral de Depositos,PT,2023-12-31,2023-Q4,CET1_FL,0.156857,100.0,0,MEDIUM
PT_CGD,Caixa Geral de Depositos,PT,2024-03-31,2024-Q1,CET1_FL,0.167364,100.0,0,MEDIUM
PT_CGD,Caixa Geral de Depositos,PT,2024-06-30,2024-Q2,CET1_FL,0.144397,100.0,0,MEDIUM
PT_BCP,Millennium BCP,PT,2023-09-30,2023-Q3,CET1_FL,0.183722,96.0,0,MEDIUM
PT_BCP,Millennium BCP,PT,2023-12-31,2023-Q4,CET1_FL,0.151996,96.0,0,MEDIUM
PT_BCP,Millennium BCP,PT,2024-03-31,2024-Q1,CET1_FL,0.142323,96.0,0,MEDIUM
PT_BCP,Millennium BCP,PT,2024-06-30,2024-Q2,CET1_FL,0.169605,96.0,0,MEDIUM
RO_BRD,BRD Groupe SG,RO,2023-09-30,2023-Q3,CET1_FL,0.178677,19.0,0,SMALL
RO_BRD,BRD Groupe SG,RO,2023-12-31,2023-Q4,CET1_FL,0.148903,19.0,0,SMALL
RO_BRD,BRD Groupe SG,RO,2024-03-31,2024-Q1,CET1_FL,0.147028,19.0,0,SMALL
RO_BRD,BRD Groupe SG,RO,2024-06-30,2024-Q2,CET1_FL,0.147818,19.0,0,SMALL
SE_SHB,Handelsbanken,SE,2023-09-30,2023-Q3,CET1_FL,0.150052,313.0,0,LARGE
SE_SHB,Handelsbanken,SE,2023-12-31,2023-Q4,CET1_FL,0.130059,313.0,0,LARGE
SE_SHB,Handelsbanken,SE,2024-03-31,2024-Q1,CET1_FL,0.140464,313.0,0,LARGE
SE_SHB,Handelsbanken,SE,2024-06-30,2024-Q2,CET1_FL,0.131839,313.0,0,LARGE
SE_NDA,Nordea,SE,2023-09-30,2023-Q3,CET1_FL,0.165569,583.0,1,LARGE
SE_NDA,Nordea,SE,2023-12-31,2023-Q4,CET1_FL,0.144264,583.0,1,LARGE
SE_NDA,Nordea,SE,2024-03-31,2024-Q1,CET1_FL,0.163078,583.0,1,LARGE
SE_NDA,Nordea,SE,2024-06-30,2024-Q2,CET1_FL,0.156563,583.0,1,LARGE
SE_SEB,SEB,SE,2023-09-30,2023-Q3,CET1_FL,0.132916,357.0,0,LARGE
SE_SEB,SEB,SE,2023-12-31,2023-Q4,CET1_FL,0.18552,357.0,0,LARGE
SE_SEB,SEB,SE,2024-03-31,2024-Q1,CET1_FL,0.175126,357.0,0,LARGE
SE_SEB,SEB,SE,2024-06-30,2024-Q2,CET1_FL,0.161423,357.0,0,LARGE
SE_SWED,Swedbank,SE,2023-09-30,2023-Q3,CET1_FL,0.135955,281.0,0,MEDIUM
SE_SWED,Swedbank,SE,2023-12-31,2023-Q4,CET1_FL,0.164025,281.0,0,MEDIUM
SE_SWED,Swedbank,SE,2024-03-31,2024-Q1,CET1_FL,0.172886,281.0,0,MEDIUM
SE_SWED,Swedbank,SE,2024-06-30,2024-Q2,CET1_FL,0.162089,281.0,0,MEDIUM
SI_NLB,NLB Group,SI,2023-09-30,2023-Q3,CET1_FL,0.194366,26.0,0,SMALL
SI_NLB,NLB Group,SI,2023-12-31,2023-Q4,CET1_FL,0.170547,26.0,0,SMALL
SI_NLB,NLB Group,SI,2024-03-31,2024-Q1,CET1_FL,0.143602,26.0,0,SMALL
SI_NLB,NLB Group,SI,2024-06-30,2024-Q2,CET1_FL,0.189822,26.0,0,SMALL
SK_VUB,VUB Banka,SK,2023-09-30,2023-Q3,CET1_FL,0.179469,23.0,0,SMALL
SK_VUB,VUB Banka,SK,2023-12-31,2023-Q4,CET1_FL,0.199001,23.0,0,SMALL
SK_VUB,VUB Banka,SK,2024-03-31,2024-Q1,CET1_FL,0.145167,23.0,0,SMALL
SK_VUB,VUB Banka,SK,2024-06-30,2024-Q2,CET1_FL,0.200797,23.0,0,SMALL
AT_ERST,Erste Group,AT,2023-09-30,2023-Q3,CTI,0.62397,343.0,0,LARGE
AT_ERST,Erste Group,AT,2023-12-31,2023-Q4,CTI,0.548241,343.0,0,LARGE
