COUNTRY_CODE,INDICATOR_CODE,REFERENCE_DATE,YEAR_QUARTER,VALUE
DE,CET1_FL,2019-06-30,2019-Q2,0.152025
DE,CET1_FL,2019-09-30,2019-Q3,0.170353
DE,CET1_FL,2019-12-31,2019-Q4,0.154596
DE,CET1_FL,2020-03-31,2020-Q1,0.153179
DE,CET1_FL,2020-06-30,2020-Q2,0.181744
DE,CET1_FL,2020-09-30,2020-Q3,0.188787
DE,CET1_FL,2020-12-31,2020-Q4,0.179387
DE,CET1_FL,2021-03-31,2021-Q1,0.174702
DE,CET1_FL,2021-06-30,2021-Q2,0.203902
DE,CET1_FL,2021-09-30,2021-Q3,0.16074
DE,CET1_FL,2021-12-31,2021-Q4,0.165645
DE,CET1_FL,2022-03-31,2022-Q1,0.174499
DE,CET1_FL,2022-06-30,2022-Q2,0.213095
DE,CET1_FL,2022-09-30,2022-Q3,0.157688
DE,CET1_FL,2022-12-31,2022-Q4,0.164334
DE,CET1_FL,2023-03-31,2023-Q1,0.211027
DE,CET1_FL,2023-06-30,2023-Q2,0.175541
DE,CET1_FL,2023-09-30,2023-Q3,0.174068
DE,CET1_FL,2023-12-31,2023-Q4,0.201941
DE,CET1_FL,2024-03-31,2024-Q1,0.198109
DE,CET1_FL,2024-06-30,2024-Q2,0.204069
DE,CET1_FL,2024-09-30,2024-Q3,0.178854
DE,CET1_FL,2024-12-31,2024-Q4,0.185061
DK,CET1_FL,2018-03-31,2018-Q1,0.199185
DK,CET1_FL,2018-06-30,2018-Q2,0.173604
DK,CET1_FL,2018-09-30,2018-Q3,0.155173
DK,CET1_FL,2018-12-31,2018-Q4,0.167421
DK,CET1_FL,2019-03-31,2019-Q1,0.190581
DK,CET1_FL,2019-06-30,2019-Q2,0.200088
DK,CET1_FL,2019-09-30,2019-Q3,0.206816
DK,CET1_FL,2019-12-31,2019-Q4,0.171473
DK,CET1_FL,2020-03-31,2020-Q1,0.167473
DK,CET1_FL,2020-06-30,2020-Q2,0.204182
DK,CET1_FL,2020-09-30,2020-Q3,0.21397
DK,CET1_FL,2020-12-31,2020-Q4,0.158886
DK,CET1_FL,2021-03-31,2021-Q1,0.177755
DK,CET1_FL,2021-06-30,2021-Q2,0.172159
DK,CET1_FL,2021-09-30,2021-Q3,0.207042
DK,CET1_FL,2021-12-31,2021-Q4,0.211656
DK,CET1_FL,2022-03-31,2022-Q1,0.177011
DK,CET1_FL,2022-06-30,2022-Q2,0.186894
DK,CET1_FL,2022-09-30,2022-Q3,0.221507
DK,CET1_FL,2022-12-31,2022-Q4,0.18336
DK,CET1_FL,2023-03-31,2023-Q1,0.171893
DK,CET1_FL,2023-06-30,2023-Q2,0.180521
DK,CET1_FL,2023-09-30,2023-Q3,0.221371
DK,CET1_FL,2023-12-31,2023-Q4,0.201509
DK,CET1_FL,2024-03-31,2024-Q1,0.184586
DK,CET1_FL,2024-06-30,2024-Q2,0.18592
DK,CET1_FL,2024-09-30,2024-Q3,0.185127
DK,CET1_FL,2024-12-31,2024-Q4,0.198596
ES,CET1_FL,2018-03-31,2018-Q1,0.142176
ES,CET1_FL,2018-06-30,2018-Q2,0.191363
ES,CET1_FL,2018-09-30,2018-Q3,0.14425
ES,CET1_FL,2018-12-31,2018-Q4,0.18661
ES,CET1_FL,2019-03-31,2019-Q1,0.146925
ES,CET1_FL,2019-06-30,2019-Q2,0.143126
ES,CET1_FL,2019-09-30,2019-Q3,0.158817
ES,CET1_FL,2019-12-31,2019-Q4,0.187907
ES,CET1_FL,2020-03-31,2020-Q1,0.176236
ES,CET1_FL,2020-06-30,2020-Q2,0.15301
ES,CET1_FL,2020-09-30,2020-Q3,0.170326
ES,CET1_FL,2020-12-31,2020-Q4,0.203063
ES,CET1_FL,2021-03-31,2021-Q1,0.189234
ES,CET1_FL,2021-06-30,2021-Q2,0.193269
ES,CET1_FL,2021-09-30,2021-Q3,0.20936
ES,CET1_FL,2021-12-31,2021-Q4,0.208812
ES,CET1_FL,2022-03-31,2022-Q1,0.159244
ES,CET1_FL,2022-06-30,2022-Q2,0.204914
ES,CET1_FL,2022-09-30,2022-Q3,0.195829
ES,CET1_FL,2022-12-31,2022-Q4,0.166545
ES,CET1_FL,2023-03-31,2023-Q1,0.198677
ES,CET1_FL,2023-06-30,2023-Q2,0.223373
ES,CET1_FL,2023-09-30,2023-Q3,0.187534
ES,CET1_FL,2023-12-31,2023-Q4,0.179873
ES,CET1_FL,2024-03-31,2024-Q1,0.204347
ES,CET1_FL,2024-06-30,2024-Q2,0.211585
ES,CET1_FL,2024-09-30,2024-Q3,0.195643
ES,CET1_FL,2024-12-31,2024-Q4,0.230385
EU,CET1_FL,2018-03-31,2018-Q1,0.136503
EU,CET1_FL,2018-06-30,2018-Q2,0.12709
EU,CET1_FL,2018-09-30,2018-Q3,0.17924
EU,CET1_FL,2018-12-31,2018-Q4,0.141243
EU,CET1_FL,2019-03-31,2019-Q1,0.187103
EU,CET1_FL,2019-06-30,2019-Q2,0.172601
EU,CET1_FL,2019-09-30,2019-Q3,0.143591
EU,CET1_FL,2019-12-31,2019-Q4,0.152364
EU,CET1_FL,2020-03-31,2020-Q1,0.183415
EU,CET1_FL,2020-06-30,2020-Q2,0.152452
EU,CET1_FL,2020-09-30,2020-Q3,0.189237
EU,CET1_FL,2020-12-31,2020-Q4,0.190605
EU,CET1_FL,2021-03-31,2021-Q1,0.161475
EU,CET1_FL,2021-06-30,2021-Q2,0.180822
EU,CET1_FL,2021-09-30,2021-Q3,0.166901
EU,CET1_FL,2021-12-31,2021-Q4,0.193805
EU,CET1_FL,2022-03-31,2022-Q1,0.184463
EU,CET1_FL,2022-06-30,2022-Q2,0.167001
EU,CET1_FL,2022-09-30,2022-Q3,0.207916
EU,CET1_FL,2022-12-31,2022-Q4,0.168352
EU,CET1_FL,2023-03-31,2023-Q1,0.205483
EU,CET1_FL,2023-06-30,2023-Q2,0.212429
EU,CET1_FL,2023-09-30,2023-Q3,0.211664
EU,CET1_FL,2023-12-31,2023-Q4,0.162673
EU,CET1_FL,2024-03-31,2024-Q1,0.212908
EU,CET1_FL,2024-06-30,2024-Q2,0.17524
EU,CET1_FL,2024-09-30,2024-Q3,0.164891
EU,CET1_FL,2024-12-31,2024-Q4,0.180509
FI,CET1_FL,2018-03-31,2018-Q1,0.161904
FI,CET1_FL,2018-06-30,2018-Q2,0.165277
FI,CET1_FL,2018-09-30,2018-Q3,0.16083
FI,CET1_FL,2018-12-31,2018-Q4,0.17397
FI,CET1_FL,2019-03-31,2019-Q1,0.170838
FI,CET1_FL,2019-06-30,2019-Q2,0.147496
FI,CET1_FL,2019-09-30,2019-Q3,0.183947
FI,CET1_FL,2019-12-31,2019-Q4,0.147268
FI,CET1_FL,2020-03-31,2020-Q1,0.170592
FI,CET1_FL,2020-06-30,2020-Q2,0.186604
FI,CET1_FL,2020-09-30,2020-Q3,0.157184
FI,CET1_FL,2020-12-31,2020-Q4,0.166348
FI,CET1_FL,2021-03-31,2021-Q1,0.195975
FI,CET1_FL,2021-06-30,2021-Q2,0.166412
FI,CET1_FL,2021-09-30,2021-Q3,0.2098
FI,CET1_FL,2021-12-31,2021-Q4,0.19026
FI,CET1_FL,2022-03-31,2022-Q1,0.202083
FI,CET1_FL,2022-06-30,2022-Q2,0.172455
FI,CET1_FL,2022-09-30,2022-Q3,0.19818
FI,CET1_FL,2022-12-31,2022-Q4,0.192272
FI,CET1_FL,2023-03-31,2023-Q1,0.22415
FI,CET1_FL,2023-06-30,2023-Q2,0.209586
FI,CET1_FL,2023-09-30,2023-Q3,0.173751
FI,CET1_FL,2023-12-31,2023-Q4,0.195147
FI,CET1_FL,2024-03-31,2024-Q1,0.191849
FI,CET1_FL,2024-06-30,2024-Q2,0.194
FI,CET1_FL,2024-09-30,2024-Q3,0.18984
FI,CET1_FL,2024-12-31,2024-Q4,0.218725
FR,CET1_FL,2018-03-31,2018-Q1,0.142233
FR,CET1_FL,2018-06-30,2018-Q2,0.159982
FR,CET1_FL,2018-09-30,2018-Q3,0.114953
FR,CET1_FL,2018-12-31,2018-Q4,0.132422
FR,CET1_FL,2019-03-31,2019-Q1,0.163329
FR,CET1_FL,2019-06-30,2019-Q2,0.172364
FR,CET1_FL,2019-09-30,2019-Q3,0.123047
FR,CET1_FL,2019-12-31,2019-Q4,0.161456
FR,CET1_FL,2020-03-31,2020-Q1,0.18038
FR,CET1_FL,2020-06-30,2020-Q2,0.136827
FR,CET1_FL,2020-09-30,2020-Q3,0.147402
FR,CET1_FL,2020-12-31,2020-Q4,0.166701
FR,CET1_FL,2021-03-31,2021-Q1,0.150648
FR,CET1_FL,2021-06-30,2021-Q2,0.175915
FR,CET1_FL,2021-09-30,2021-Q3,0.135007
FR,CET1_FL,2021-12-31,2021-Q4,0.164037
FR,CET1_FL,2022-03-31,2022-Q1,0.155021
FR,CET1_FL,2022-06-30,2022-Q2,0.143784
FR,CET1_FL,2022-09-30,2022-Q3,0.149639
FR,CET1_FL,2022-12-31,2022-Q4,0.179543
FR,CET1_FL,2023-03-31,2023-Q1,0.155634
FR,CET1_FL,2023-06-30,2023-Q2,0.175931
FR,CET1_FL,2023-09-30,2023-Q3,0.143842
FR,CET1_FL,2023-12-31,2023-Q4,0.143967
FR,CET1_FL,2024-03-31,2024-Q1,0.20298
FR,CET1_FL,2024-06-30,2024-Q2,0.165326
FR,CET1_FL,2024-09-30,2024-Q3,0.204379
FR,CET1_FL,2024-12-31,2024-Q4,0.151462
GR,CET1_FL,2018-03-31,2018-Q1,0.145093
GR,CET1_FL,2018-06-30,2018-Q2,0.198888
GR,CET1_FL,2018-09-30,2018-Q3,0.177545
GR,CET1_FL,2018-12-31,2018-Q4,0.189167
GR,CET1_FL,2019-03-31,2019-Q1,0.186956
GR,CET1_FL,2019-06-30,2019-Q2,0.150321
GR,CET1_FL,2019-09-30,2019-Q3,0.149497
GR,CET1_FL,2019-12-31,2019-Q4,0.201607
GR,CET1_FL,2020-03-31,2020-Q1,0.154045
GR,CET1_FL,2020-06-30,2020-Q2,0.16695
GR,CET1_FL,2020-09-30,2020-Q3,0.162358
GR,CET1_FL,2020-12-31,2020-Q4,0.211982
GR,CET1_FL,2021-03-31,2021-Q1,0.185516
GR,CET1_FL,2021-06-30,2021-Q2,0.183159
GR,CET1_FL,2021-09-30,2021-Q3,0.193294
GR,CET1_FL,2021-12-31,2021-Q4,0.169655
GR,CET1_FL,2022-03-31,2022-Q1,0.220473
GR,CET1_FL,2022-06-30,2022-Q2,0.197404
GR,CET1_FL,2022-09-30,2022-Q3,0.202865
GR,CET1_FL,2022-12-31,2022-Q4,0.190099
GR,CET1_FL,2023-03-31,2023-Q1,0.184693
GR,CET1_FL,2023-06-30,2023-Q2,0.198052
GR,CET1_FL,2023-09-30,2023-Q3,0.213134
GR,CET1_FL,2023-12-31,2023-Q4,0.232687
GR,CET1_FL,2024-03-31,2024-Q1,0.194045
GR,CET1_FL,2024-06-30,2024-Q2,0.222577
GR,CET1_FL,2024-09-30,2024-Q3,0.208281
GR,CET1_FL,2024-12-31,2024-Q4,0.221865
HR,CET1_FL,2018-03-31,2018-Q1,0.164274
HR,CET1_FL,2018-06-30,2018-Q2,0.132478
HR,CET1_FL,2018-09-30,2018-Q3,0.158586
HR,CET1_FL,2018-12-31,2018-Q4,0.170233
HR,CET1_FL,2019-03-31,2019-Q1,0.135778
HR,CET1_FL,2019-06-30,2019-Q2,0.158715
HR,CET1_FL,2019-09-30,2019-Q3,0.118964
HR,CET1_FL,2019-12-31,2019-Q4,0.15001
HR,CET1_FL,2020-03-31,2020-Q1,0.17315
HR,CET1_FL,2020-06-30,2020-Q2,0.133942
HR,CET1_FL,2020-09-30,2020-Q3,0.179968
HR,CET1_FL,2020-12-31,2020-Q4,0.139672
HR,CET1_FL,2021-03-31,2021-Q1,0.17415
HR,CET1_FL,2021-06-30,2021-Q2,0.178504
HR,CET1_FL,2021-09-30,2021-Q3,0.175991
HR,CET1_FL,2021-12-31,2021-Q4,0.133721
HR,CET1_FL,2022-03-31,2022-Q1,0.173823
HR,CET1_FL,2022-06-30,2022-Q2,0.152359
HR,CET1_FL,2022-09-30,2022-Q3,0.171165
HR,CET1_FL,2022-12-31,2022-Q4,0.166018
HR,CET1_FL,2023-03-31,2023-Q1,0.19541
HR,CET1_FL,2023-06-30,2023-Q2,0.149935
HR,CET1_FL,2023-09-30,2023-Q3,0.151685
HR,CET1_FL,2023-12-31,2023-Q4,0.196427
HR,CET1_FL,2024-03-31,2024-Q1,0.199696
HR,CET1_FL,2024-06-30,2024-Q2,0.168257
HR,CET1_FL,2024-09-30,2024-Q3,0.184197
HR,CET1_FL,2024-12-31,2024-Q4,0.205849
HU,CET1_FL,2018-03-31,2018-Q1,0.176551
HU,CET1_FL,2018-06-30,2018-Q2,0.19006
HU,CET1_FL,2018-09-30,2018-Q3,0.180397
HU,CET1_FL,2018-12-31,2018-Q4,0.144168
HU,CET1_FL,2019-03-31,2019-Q1,0.136925
HU,CET1_FL,2019-06-30,2019-Q2,0.193454
HU,CET1_FL,2019-09-30,2019-Q3,0.148429
HU,CET1_FL,2019-12-31,2019-Q4,0.155003
HU,CET1_FL,2020-03-31,2020-Q1,0.170034
HU,CET1_FL,2020-06-30,2020-Q2,0.194059
HU,CET1_FL,2020-09-30,2020-Q3,0.146405
HU,CET1_FL,2020-12-31,2020-Q4,0.173527
HU,CET1_FL,2021-03-31,2021-Q1,0.170544
HU,CET1_FL,2021-06-30,2021-Q2,0.185251
HU,CET1_FL,2021-09-30,2021-Q3,0.167494
HU,CET1_FL,2021-12-31,2021-Q4,0.164449
HU,CET1_FL,2022-03-31,2022-Q1,0.207584
HU,CET1_FL,2022-06-30,2022-Q2,0.185543
HU,CET1_FL,2022-09-30,2022-Q3,0.176588
HU,CET1_FL,2022-12-31,2022-Q4,0.205594
HU,CET1_FL,2023-03-31,2023-Q1,0.206942
HU,CET1_FL,2023-06-30,2023-Q2,0.172668
HU,CET1_FL,2023-09-30,2023-Q3,0.1708
HU,CET1_FL,2023-12-31,2023-Q4,0.196526
HU,CET1_FL,2024-03-31,2024-Q1,0.210613
HU,CET1_FL,2024-06-30,2024-Q2,0.212748
HU,CET1_FL,2024-09-30,2024-Q3,0.181505
HU,CET1_FL,2024-12-31,2024-Q4,0.210953
IE,CET1_FL,2018-03-31,2018-Q1,0.143181
IE,CET1_FL,2018-06-30,2018-Q2,0.198634
IE,CET1_FL,2018-09-30,2018-Q3,0.201211
IE,CET1_FL,2018-12-31,2018-Q4,0.151787
IE,CET1_FL,2019-03-31,2019-Q1,0.153221
IE,CET1_FL,2019-06-30,2019-Q2,0.191296
IE,CET1_FL,2019-09-30,2019-Q3,0.176762
IE,CET1_FL,2019-12-31,2019-Q4,0.166932
IE,CET1_FL,2020-03-31,2020-Q1,0.20991
IE,CET1_FL,2020-06-30,2020-Q2,0.169364
IE,CET1_FL,2020-09-30,2020-Q3,0.209903
IE,CET1_FL,2020-12-31,2020-Q4,0.213257
IE,CET1_FL,2021-03-31,2021-Q1,0.187456
IE,CET1_FL,2021-06-30,2021-Q2,0.191948
IE,CET1_FL,2021-09-30,2021-Q3,0.202124
IE,CET1_FL,2021-12-31,2021-Q4,0.200508
IE,CET1_FL,2022-03-31,2022-Q1,0.20573
IE,CET1_FL,2022-06-30,2022-Q2,0.190928
IE,CET1_FL,2022-09-30,2022-Q3,0.206878
IE,CET1_FL,2022-12-31,2022-Q4,0.173991
IE,CET1_FL,2023-03-31,2023-Q1,0.186917
IE,CET1_FL,2023-06-30,2023-Q2,0.188952
IE,CET1_FL,2023-09-30,2023-Q3,0.199908
IE,CET1_FL,2023-12-31,2023-Q4,0.198286
IE,CET1_FL,2024-03-31,2024-Q1,0.193805
IE,CET1_FL,2024-06-30,2024-Q2,0.182594
IE,CET1_FL,2024-09-30,2024-Q3,0.219293
IE,CET1_FL,2024-12-31,2024-Q4,0.212785
IT,CET1_FL,2018-03-31,2018-Q1,0.16526
IT,CET1_FL,2018-06-30,2018-Q2,0.19345
IT,CET1_FL,2018-09-30,2018-Q3,0.182088
IT,CET1_FL,2018-12-31,2018-Q4,0.155263
IT,CET1_FL,2019-03-31,2019-Q1,0.187828
IT,CET1_FL,2019-06-30,2019-Q2,0.197729
IT,CET1_FL,2019-09-30,2019-Q3,0.155888
IT,CET1_FL,2019-12-31,2019-Q4,0.209562
IT,CET1_FL,2020-03-31,2020-Q1,0.171604
IT,CET1_FL,2020-06-30,2020-Q2,0.161742
IT,CET1_FL,2020-09-30,2020-Q3,0.180222
IT,CET1_FL,2020-12-31,2020-Q4,0.199025
IT,CET1_FL,2021-03-31,2021-Q1,0.185135
IT,CET1_FL,2021-06-30,2021-Q2,0.201357
IT,CET1_FL,2021-09-30,2021-Q3,0.18718
IT,CET1_FL,2021-12-31,2021-Q4,0.179796
IT,CET1_FL,2022-03-31,2022-Q1,0.214875
IT,CET1_FL,2022-06-30,2022-Q2,0.21816
IT,CET1_FL,2022-09-30,2022-Q3,0.193931
IT,CET1_FL,2022-12-31,2022-Q4,0.200036
IT,CET1_FL,2023-03-31,2023-Q1,0.215114
IT,CET1_FL,2023-06-30,2023-Q2,0.190672
IT,CET1_FL,2023-09-30,2023-Q3,0.192586
IT,CET1_FL,2023-12-31,2023-Q4,0.211984
IT,CET1_FL,2024-03-31,2024-Q1,0.222298
IT,CET1_FL,2024-06-30,2024-Q2,0.234618
IT,CET1_FL,2024-09-30,2024-Q3,0.226033
IT,CET1_FL,2024-12-31,2024-Q4,0.208226
LT,CET1_FL,2018-03-31,2018-Q1,0.171361
LT,CET1_FL,2018-06-30,2018-Q2,0.163341
LT,CET1_FL,2018-09-30,2018-Q3,0.159325
LT,CET1_FL,2018-12-31,2018-Q4,0.155793
LT,CET1_FL,2019-03-31,2019-Q1,0.189408
LT,CET1_FL,2019-06-30,2019-Q2,0.187159
LT,CET1_FL,2019-09-30,2019-Q3,0.199087
LT,CET1_FL,2019-12-31,2019-Q4,0.176865
LT,CET1_FL,2020-03-31,2020-Q1,0.20276
LT,CET1_FL,2020-06-30,2020-Q2,0.179948
LT,CET1_FL,2020-09-30,2020-Q3,0.182668
LT,CET1_FL,2020-12-31,2020-Q4,0.184477
LT,CET1_FL,2021-03-31,2021-Q1,0.192953
LT,CET1_FL,2021-06-30,2021-Q2,0.208493
LT,CET1_FL,2021-09-30,2021-Q3,0.174103
LT,CET1_FL,2021-12-31,2021-Q4,0.159449
LT,CET1_FL,2022-03-31,2022-Q1,0.196439
LT,CET1_FL,2022-06-30,2022-Q2,0.203327
LT,CET1_FL,2022-09-30,2022-Q3,0.193103
LT,CET1_FL,2022-12-31,2022-Q4,0.197256
LT,CET1_FL,2023-03-31,2023-Q1,0.19162
LT,CET1_FL,2023-06-30,2023-Q2,0.226118
LT,CET1_FL,2023-09-30,2023-Q3,0.177311
LT,CET1_FL,2023-12-31,2023-Q4,0.184927
LT,CET1_FL,2024-03-31,2024-Q1,0.180121
LT,CET1_FL,2024-06-30,2024-Q2,0.204883
LT,CET1_FL,2024-09-30,2024-Q3,0.203612
LT,CET1_FL,2024-12-31,2024-Q4,0.217569
LU,CET1_FL,2018-03-31,2018-Q1,0.117469
LU,CET1_FL,2018-06-30,2018-Q2,0.146168
LU,CET1_FL,2018-09-30,2018-Q3,0.112645
LU,CET1_FL,2018-12-31,2018-Q4,0.154115
LU,CET1_FL,2019-03-31,2019-Q1,0.138221
LU,CET1_FL,2019-06-30,2019-Q2,0.171054
LU,CET1_FL,2019-09-30,2019-Q3,0.125668
LU,CET1_FL,2019-12-31,2019-Q4,0.134418
LU,CET1_FL,2020-03-31,2020-Q1,0.173623
LU,CET1_FL,2020-06-30,2020-Q2,0.137897
LU,CET1_FL,2020-09-30,2020-Q3,0.176206
LU,CET1_FL,2020-12-31,2020-Q4,0.136001
LU,CET1_FL,2021-03-31,2021-Q1,0.178117
LU,CET1_FL,2021-06-30,2021-Q2,0.167516
LU,CET1_FL,2021-09-30,2021-Q3,0.154261
LU,CET1_FL,2021-12-31,2021-Q4,0.182863
LU,CET1_FL,2022-03-31,2022-Q1,0.170297
LU,CET1_FL,2022-06-30,2022-Q2,0.1657
LU,CET1_FL,2022-09-30,2022-Q3,0.154639
LU,CET1_FL,2022-12-31,2022-Q4,0.192019
LU,CET1_FL,2023-03-31,2023-Q1,0.183283
LU,CET1_FL,2023-06-30,2023-Q2,0.174473
LU,CET1_FL,2023-09-30,2023-Q3,0.179129
LU,CET1_FL,2023-12-31,2023-Q4,0.181898
LU,CET1_FL,2024-03-31,2024-Q1,0.185282
LU,CET1_FL,2024-06-30,2024-Q2,0.155264
LU,CET1_FL,2024-09-30,2024-Q3,0.200782
LU,CET1_FL,2024-12-31,2024-Q4,0.199776
LV,CET1_FL,2018-03-31,2018-Q1,0.133077
LV,CET1_FL,2018-06-30,2018-Q2,0.13773
LV,CET1_FL,2018-09-30,2018-Q3,0.181042
LV,CET1_FL,2018-12-31,2018-Q4,0.17689
LV,CET1_FL,2019-03-31,2019-Q1,0.193365
LV,CET1_FL,2019-06-30,2019-Q2,0.167198
LV,CET1_FL,2019-09-30,2019-Q3,0.182361
LV,CET1_FL,2019-12-31,2019-Q4,0.156047
LV,CET1_FL,2020-03-31,2020-Q1,0.198285
LV,CET1_FL,2020-06-30,2020-Q2,0.200596
LV,CET1_FL,2020-09-30,2020-Q3,0.147972
LV,CET1_FL,2020-12-31,2020-Q4,0.182041
LV,CET1_FL,2021-03-31,2021-Q1,0.186317
LV,CET1_FL,2021-06-30,2021-Q2,0.190514
LV,CET1_FL,2021-09-30,2021-Q3,0.169856
LV,CET1_FL,2021-12-31,2021-Q4,0.159993
LV,CET1_FL,2022-03-31,2022-Q1,0.183002
LV,CET1_FL,2022-06-30,2022-Q2,0.174794
LV,CET1_FL,2022-09-30,2022-Q3,0.184727
LV,CET1_FL,2022-12-31,2022-Q4,0.200986
LV,CET1_FL,2023-03-31,2023-Q1,0.209452
LV,CET1_FL,2023-06-30,2023-Q2,0.164598
LV,CET1_FL,2023-09-30,2023-Q3,0.219734
LV,CET1_FL,2023-12-31,2023-Q4,0.191189
LV,CET1_FL,2024-03-31,2024-Q1,0.193705
LV,CET1_FL,2024-06-30,2024-Q2,0.184085
LV,CET1_FL,2024-09-30,2024-Q3,0.199692
LV,CET1_FL,2024-12-31,2024-Q4,0.175535
MT,CET1_FL,2018-03-31,2018-Q1,0.147674
MT,CET1_FL,2018-06-30,2018-Q2,0.178435
MT,CET1_FL,2018-09-30,2018-Q3,0.186116
